#Rate	Latitudine	Longitudine	Altitudine	ChiQuadro	Pressione	NumSatelliti	Giorno	Mese	Anno
29.8779		37.5252	15.0719	153.643	0.990561	993.668	14.3656	31	1	2019
29.9203		37.5251	15.072	168.755	0.869264	994.179	15.2623	31	1	2019
29.8968		37.525	15.072	159.514	1.15227	994.723	14.8037	31	1	2019
29.772		37.5251	15.072	161.57	0.919339	994.429	13.7567	31	1	2019
29.8857		37.5251	15.072	144.74	1.23442	994.613	13.3826	31	1	2019
29.8852		37.5251	15.0719	159.272	1.22154	994.774	14.9013	31	1	2019
29.8181		37.5251	15.072	169.055	1.21647	994.68	14.3486	31	1	2019
29.5351		37.5251	15.0721	163.334	0.899372	994.573	15.0913	31	1	2019
29.5791		37.5251	15.0719	134.25	0.948867	994.901	14.9797	31	1	2019
29.968		37.5251	15.072	147.745	1.53532	995.687	14.4266	31	1	2019
29.5223		37.5251	15.072	171.054	1.12004	995.725	13.8661	31	1	2019
29.5869		37.5251	15.0719	154.418	1.50138	996.531	14.2704	31	1	2019
29.9091		37.5251	15.072	163.108	1.03813	996.5	13.9816	31	1	2019
29.6253		37.5251	15.072	148.044	0.772234	996.795	13.1156	31	1	2019
31.1891		37.525	15.072	148.724	0.589661	997.333	13.6078	31	1	2019
31.7358		37.5251	15.072	167.658	1.05167	998.016	9.71887	31	1	2019
32.6892		37.525	15.072	167.353	1.32801	998.381	10.2912	31	1	2019
32.7636		37.5251	15.072	149.706	1.11354	998.341	10.6359	31	1	2019
32.6222		37.525	15.072	153.976	0.746454	998.443	9.54527	31	1	2019
32.6785		37.5252	15.072	188.377	0.983783	998.314	8.7933	31	1	2019
30.3537		37.5251	15.072	163.852	0.792746	998.237	11.8383	31	1	2019
